201601010001 ,0,0,0,0
201601010002 ,0,0,0,0
201601010003 ,0,0,0,0
201601010004 ,0,0,0,0
201601010005 ,0,0,0,0
201601010006 ,0,0,0,0
201601010007 ,0,0,0,0
201601010008 ,0,0,0,0
201601010009 ,0,0,0,0
201601010010 ,0,0,0,0
201601010011 ,0,0,0,0
201601010012 ,0,0,0,0
201601010013 ,0,0,0,0
201601010014 ,0,0,0,0
201601010015 ,0,0,0,0
201601010016 ,0,0,0,0
201601010017 ,0,0,0,0
201601010018 ,0,0,0,0
201601010019 ,0,0,0,0
201601010020 ,0,0,0,0
201601010021 ,0,0,0,0
201601010022 ,0,0,0,0
201601010023 ,0,0,0,0
201601010024 ,0,0,0,0
201601010025 ,0,0,0,0
201601010026 ,0,0,0,0
201601010027 ,0,0,0,0
201601010028 ,0,0,0,0
201601010029 ,0,0,0,0
201601010030 ,0,0,0,0
201601010031 ,0,0,0,0
201601010032 ,0,0,0,0
201601010033 ,0,0,0,0
201601010034 ,0,0,0,0
201601010035 ,0,0,0,0
201601010036 ,0,0,0,0
201601010037 ,0,0,0,0
201601010038 ,0,0,0,0
201601010039 ,0,0,0,0
201601010040 ,0,0,0,0
201601010041 ,0,0,0,0
201601010042 ,0,0,0,0
201601010043 ,0,0,0,0
201601010044 ,0,0,0,0
201601010045 ,0,0,0,0
201601010046 ,0,0,0,0
201601010047 ,0,0,0,0
201601010048 ,0,0,0,0
201601010049 ,0,0,0,0
201601010050 ,0,0,0,0
201601010051 ,0,0,0,0
201601010052 ,0,0,0,0
201601010053 ,0,0,0,0
201601010054 ,0,0,0,0
201601010055 ,0,0,0,0
201601010056 ,0,0,0,0
201601010057 ,0,0,0,0
201601010058 ,0,0,0,0
201601010059 ,0,0,0,0
201601010100 ,0,0,0,0
201601010101 ,0,0,0,0
201601010102 ,0,0,0,0
201601010103 ,0,0,0,0
201601010104 ,0,0,0,0
201601010105 ,0,0,0,0
201601010106 ,0,0,0,0
201601010107 ,0,0,0,0
201601010108 ,0,0,0,0
201601010109 ,0,0,0,0
201601010110 ,0,0,0,0
201601010111 ,0,0,0,0
201601010112 ,0,0,0,0
201601010113 ,0,0,0,0
201601010114 ,0,0,0,0
201601010115 ,0,0,0,0
201601010116 ,0,0,0,0
201601010117 ,0,0,0,0
201601010118 ,0,0,0,0
201601010119 ,0,0,0,0
201601010120 ,0,0,0,0
201601010121 ,0,0,0,0
